gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CancerHR-proficient	CancerHRD	DC	EC	Fibroblast	Mast	Myeloid	T_cell
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	3.32	1.667	1.762	3.572	3.47	2.503	2.737	3.65	3.977
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.004	0.08	0.089	0.001	0.015	0.386	0.0	0.003	0.003
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0593F278B	0.006	0.148	0.104	0.036	0.398	0.298	0.015	0.121	0.013
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.001	0.028	0.004	0.003	0.13	0.065	0.0	0.013	0.005
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.027	0.151	0.148	0.416	0.247	0.372	0.003	0.439	0.01
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.033	0.016	0.015	0.092	0.006	0.017	0.0	0.083	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.13	0.007	0.013	0.011	0.002	0.003	0.011	0.005	0.182
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.049	0.103	0.041	0.498	0.013	0.017	0.072	0.586	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.049	0.103	0.041	0.498	0.013	0.017	0.072	0.586	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.13	0.007	0.013	0.011	0.002	0.003	0.011	0.005	0.182
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.13	0.007	0.013	0.011	0.002	0.003	0.011	0.005	0.182
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.183	0.374	0.148	0.441	0.962	0.411	0.838	0.739	0.342
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.287	0.022	0.03	0.269	0.01	0.009	0.116	0.535	0.439
CCK	P06307	False	CCKN_HUMAN		CPI-SS0EA96C304	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.001	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.141	0.022	0.045	0.408	0.015	0.016	0.004	0.018	0.75
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.019	0.009	0.008	0.073	0.07	0.001	0.072	0.166	0.035
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.26	0.016	0.028	0.258	0.01	0.008	0.009	0.011	0.388
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.141	0.022	0.045	0.408	0.015	0.016	0.004	0.018	0.75
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.253	0.014	0.006	0.14	0.003	0.002	0.002	0.013	0.104
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.004	0.012	0.011	0.083	0.027	0.125	0.058	0.028	0.086
NR3C1	P04150	False	GCR_HUMAN		CPI-SS0CCBF8F8D	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
PPARG	P37231	False	PPARG_HUMAN		CPI-SS079E99652	0.001	0.005	0.011	0.014	0.229	0.04	0.0	0.088	0.014
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.095	0.009	0.009	0.331	0.003	0.001	0.0	0.119	0.077
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.004	0.012	0.011	0.083	0.027	0.125	0.058	0.028	0.086
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.004	0.017	0.014	0.004	0.121	0.126	0.004	0.028	0.004
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.313	0.009	0.011	0.004	0.0	0.001	0.0	0.001	0.012
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.313	0.009	0.011	0.004	0.0	0.001	0.0	0.001	0.012
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.548	0.042	0.075	0.024	0.024	0.015	0.041	0.029	0.934
TFRC	P02786	False	TFR1_HUMAN		CPI-SS0AA4D8EF3	0.083	0.082	0.101	0.27	0.033	0.068	0.013	0.261	0.131
TFRC	P02786	False	TFR1_HUMAN		CPI-SS0651A6E1F	0.083	0.082	0.101	0.27	0.033	0.068	0.013	0.261	0.131
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.539	0.028	0.051	0.352	0.46	0.174	0.042	0.397	0.017
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.539	0.028	0.051	0.352	0.46	0.174	0.042	0.397	0.017
HLA-DQB2	HLADQB2	False	HLADQB2		CPI-SS026776C89	0.204	0.027	0.036	0.805	0.075	0.006	0.083	0.31	0.046
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	2.066	0.428	0.619	3.811	1.909	0.098	1.98	3.588	0.872
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SS03D887978	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.003	0.034	0.021	0.013	0.339	0.017	0.005	0.081	0.025
XCL1	P47992	False	XCL1_HUMAN		CPI-SS023ABAE18	0.008	0.012	0.021	0.003	0.004	0.005	0.011	0.006	0.313
C3	P01024	False	CO3_HUMAN		CPI-SS03E48EFEA	0.017	0.084	0.127	0.044	0.018	0.858	0.015	0.673	0.019
C3	P01024	False	CO3_HUMAN		CPI-SS00F4019EA	0.017	0.084	0.127	0.044	0.018	0.858	0.015	0.673	0.019
C5	P01031	False	CO5_HUMAN		CPI-SS0A7E3A1AF	0.007	0.013	0.01	0.004	0.001	0.011	0.002	0.015	0.004
C4A	P0C0L4	False	CO4A_HUMAN		CPI-SS01E4E32AC	0.009	0.026	0.005	0.0	0.002	0.039	0.0	0.0	0.001
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.003	0.034	0.021	0.013	0.339	0.017	0.005	0.081	0.025
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.003	0.034	0.021	0.013	0.339	0.017	0.005	0.081	0.025
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.004	0.031	0.03	0.005	0.063	0.157	0.003	0.026	0.017
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC00DF4C861	0.003	0.034	0.021	0.013	0.339	0.017	0.005	0.081	0.025
NR3C1	P04150	False	GCR_HUMAN		CPI-SS0FBFBF63E	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
NR3C1	P04150	False	GCR_HUMAN		CPI-SS00EE35551	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
NR3C1	P04150	False	GCR_HUMAN		CPI-SS0A84B95C5	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
NR3C1	P04150	False	GCR_HUMAN		CPI-SS020734335	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0ADA38C78	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR2	P41597	False	CCR2_HUMAN		CPI-SS008EB600F	0.095	0.009	0.009	0.331	0.003	0.001	0.0	0.119	0.077
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0CBA3DA0D	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.016	0.007	0.013	0.128	0.003	0.003	0.002	0.138	0.146
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.042	0.008	0.006	0.006	0.009	0.07	0.007	0.009	0.008
NR3C1	P04150	False	GCR_HUMAN		CPI-SS052C9BB74	0.431	0.132	0.14	0.819	0.477	0.489	0.605	0.5	0.769
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS04318D03E	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.001	0.004	0.0	0.003	0.002	0.001	0.0	0.004	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS073B0CE7A	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.095	0.009	0.009	0.331	0.003	0.001	0.0	0.119	0.077
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0E7EDE823	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.016	0.007	0.013	0.128	0.003	0.003	0.002	0.138	0.146
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS045A5FC60	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR1	P32246	False	CCR1_HUMAN		CPI-SS059CC19A3	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0FA7A69D9	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS06B0861F1	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C98C08DA	0.095	0.009	0.009	0.331	0.003	0.001	0.0	0.119	0.077
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0B887F7AC	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0EDD062F7	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR3	P51677	False	CCR3_HUMAN		CPI-SS05B92CCC4	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.042	0.008	0.006	0.006	0.009	0.07	0.007	0.009	0.008
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.005	0.01	0.012	0.002	0.008	0.005	0.013	0.001	0.001
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.042	0.008	0.006	0.006	0.009	0.07	0.007	0.009	0.008
CCR2	P41597	False	CCR2_HUMAN		CPI-SS092C1B321	0.095	0.009	0.009	0.331	0.003	0.001	0.0	0.119	0.077
CCR1	P32246	False	CCR1_HUMAN		CPI-SS04EE957D8	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0815A0EE0	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F3DB0252	0.001	0.003	0.002	0.002	0.0	0.0	0.0	0.097	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.069	0.076	0.037	0.064	0.082	0.085	0.04	0.097	0.063
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR8	P51685	False	CCR8_HUMAN		CPI-SS03188FD02	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.037
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0C84DF380	0.056	0.01	0.011	0.16	0.002	0.005	0.0	0.537	0.07
CCR3	P51677	False	CCR3_HUMAN		CPI-SS006C89002	0.0	0.002	0.002	0.007	0.0	0.0	0.0	0.0	0.002
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.042	0.061	0.026	0.149	0.206	0.094	0.057	0.17	0.053
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.115	0.036	0.014	0.041	0.128	0.013	0.065	0.063	0.165
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.004	0.013	0.025	0.031	0.032	0.02	0.0	0.007	0.001
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.0	0.013	0.006	0.027	0.079	0.002	0.022	0.037	0.001
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.001	0.01	0.013	0.018	0.001	0.075	0.0	0.003	0.001
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.001	0.01	0.013	0.018	0.001	0.075	0.0	0.003	0.001
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.001	0.008	0.006	0.004	0.023	0.033	0.003	0.002	0.017
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.002	0.068	0.009	0.004	0.013	0.004	0.003	0.0	0.001
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.002	0.068	0.009	0.004	0.013	0.004	0.003	0.0	0.001
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.003	0.049	0.045	0.005	0.011	0.008	0.0	0.005	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.044	0.13	0.063	0.061	0.033	0.058	0.02	0.037	0.026
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.001	0.009	0.015	0.0	0.008	0.032	0.0	0.005	0.002
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.002	0.012	0.014	0.0	0.37	0.038	0.011	0.003	0.002
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.002	0.068	0.009	0.004	0.013	0.004	0.003	0.0	0.001
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS07BA4A3B7	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D99CC068	0.002	0.068	0.009	0.004	0.013	0.004	0.003	0.0	0.001
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0EE9E214A	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.001	0.062	0.049	0.003	0.002	0.036	0.003	0.001	0.003
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BE5B4FCD	0.002	0.068	0.009	0.004	0.013	0.004	0.003	0.0	0.001
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.003	0.049	0.045	0.005	0.011	0.008	0.0	0.005	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.044	0.13	0.063	0.061	0.033	0.058	0.02	0.037	0.026
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.001	0.009	0.015	0.0	0.008	0.032	0.0	0.005	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.01	0.603	0.26	0.002	0.799	0.023	0.007	0.006	0.009
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.003	0.049	0.045	0.005	0.011	0.008	0.0	0.005	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.044	0.13	0.063	0.061	0.033	0.058	0.02	0.037	0.026
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	0.001	0.009	0.015	0.0	0.008	0.032	0.0	0.005	0.002
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.002	0.012	0.014	0.0	0.37	0.038	0.011	0.003	0.002
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.002	0.012	0.014	0.0	0.37	0.038	0.011	0.003	0.002
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.002	0.012	0.014	0.0	0.37	0.038	0.011	0.003	0.002
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.047	0.257	0.529	0.867	0.811	0.957	2.141	1.212	0.889
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.162	0.5	0.617	0.906	1.687	1.299	0.024	0.394	0.114
SAA1	P0DJI8	False	SAA1_HUMAN		CPI-SS05F45873A	0.013	0.14	0.297	0.003	0.015	0.049	0.007	0.024	0.026
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.047	0.257	0.529	0.867	0.811	0.957	2.141	1.212	0.889
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	0.047	0.257	0.529	0.867	0.811	0.957	2.141	1.212	0.889
APP	P05067	False	A4_HUMAN		CPI-SC0E89A4EF0	0.162	0.5	0.617	0.906	1.687	1.299	0.024	0.394	0.114
APOA1	P02647	False	APOA1_HUMAN		CPI-SC0FE3CE9D1	0.001	0.008	0.007	0.018	0.009	0.005	0.03	0.005	0.008
APOE	P02649	False	APOE_HUMAN		CPI-SC06C75F978	0.054	0.316	0.448	0.08	0.082	0.775	0.594	2.2	0.068
APOA2	P02652	False	APOA2_HUMAN		CPI-SC0412566F3	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APOB	P04114	False	APOB_HUMAN		CPI-SC0EFFE8ACB	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0
CLU	P10909	False	CLUS_HUMAN		CPI-SC046AFCFE9	0.036	0.355	0.366	0.021	0.843	0.543	2.423	0.047	0.083
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	0.078	0.633	0.527	0.015	0.549	1.401	0.198	0.103	0.04
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.004	0.08	0.089	0.001	0.015	0.386	0.0	0.003	0.003
MDK	P21741	False	MK_HUMAN		CPI-SS012AFC842	0.078	0.633	0.527	0.015	0.549	1.401	0.198	0.103	0.04
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.004	0.08	0.089	0.001	0.015	0.386	0.0	0.003	0.003
APOB	P04114	False	APOB_HUMAN		CPI-SS00BE17C71	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS01F46C4AB	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0734D2DA8	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0BF15C2D4	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0F103D7A7	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS050876F99	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0102731DE	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS07447802E	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS001BD48FB	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0D2044B87	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D5AAA463	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0E161B905	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS02879E156	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0A21B9682	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS001D0E553	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS042439610	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS02AF6643F	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS062CEFDBE	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS02CFD3215	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS05E7290A6	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
WNT3	P56703	False	WNT3_HUMAN		CPI-SS0851A1599	0.001	0.018	0.003	0.0	0.001	0.01	0.0	0.001	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0514C14A6	0.001	0.004	0.005	0.0	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS050373228	0.0	0.021	0.05	0.002	0.002	0.01	0.0	0.001	0.001
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS00E2C8381	0.0	0.001	0.002	0.0	0.0	0.001	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0F1E79A03	0.006	0.016	0.01	0.011	0.005	0.071	0.0	0.054	0.002
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS02ADD742C	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.01
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SS0A93EEAEB	0.0	0.017	0.008	0.0	0.003	0.026	0.0	0.002	0.003
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SS0648E8525	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.001	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SS0429E615A	0.0	0.001	0.003	0.0	0.013	0.02	0.0	0.001	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS002CC4C02	0.002	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.017
WNT2	P09544	False	WNT2_HUMAN		CPI-SS01E6C2BB8	0.001	0.007	0.011	0.0	0.001	0.229	0.0	0.003	0.002
